governance_item_id,rule_id,rule_name,business_name,description,severity,status,data_region_path,source_table,source_field,source_record_id,key_value,invalid_value,expected_condition,actual_condition,message,run_id,run_timestamp,company_code,agent_number,agent_name,policy_number,duplicate_count,original_policy_number,normalized_policy_number,policy_number_length,min_permitted_length,max_permitted_length,company_code_source_field,account_number_source_field,original_company_code,normalized_company_code,original_account_number,normalized_account_number,composite_business_key,reference_table,reference_field,reference_match_count,group_number,original_group_number,normalized_group_number,original_billing_name,normalized_billing_name,original_value,normalized_value,expected_value,governance_run_date,controlling_date,expected_prior_month_end,failure_category,plan,mortality_table,eti_mortality_table,gender,underwriting_class,band,issue_state,effective_date,min_allowed_date,max_allowed_date
DG-PLANVALUES,DG-PLANVALUES-001,Validate Plan Value Mortality Table Reference,Mortality Table Must Exist in QuikQxs,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,Critical,FAIL,Q:\WPA\WPA_GABIE,QuikPlCv,MORT,280,517P10,,MORT exists once in QuikQxs.MORT,QuikPlCv plan '517P10' contains a blank mortality table.,QuikPlCv plan '517P10' contains a blank mortality table.,DG-20260719_103950_015598,2026-07-19 10:39:50,,,,,,,,,,,,,,,,,,QuikQxs,MORT,0,,,,,,,,,,,,BLANK_VALUE,517P10,,,0,00,00,00,,,
DG-PLANVALUES,DG-PLANVALUES-001,Validate Plan Value Mortality Table Reference,Mortality Table Must Exist in QuikQxs,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,Critical,FAIL,Q:\WPA\WPA_GABIE,QuikPlCv,MORT,281,517P20,,MORT exists once in QuikQxs.MORT,QuikPlCv plan '517P20' contains a blank mortality table.,QuikPlCv plan '517P20' contains a blank mortality table.,DG-20260719_103950_015598,2026-07-19 10:39:50,,,,,,,,,,,,,,,,,,QuikQxs,MORT,0,,,,,,,,,,,,BLANK_VALUE,517P20,,,0,00,00,00,,,
DG-PLANVALUES,DG-PLANVALUES-001,Validate Plan Value Mortality Table Reference,Mortality Table Must Exist in QuikQxs,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,Critical,FAIL,Q:\WPA\WPA_GABIE,QuikPlCv,MORT,282,517P30,,MORT exists once in QuikQxs.MORT,QuikPlCv plan '517P30' contains a blank mortality table.,QuikPlCv plan '517P30' contains a blank mortality table.,DG-20260719_103950_015598,2026-07-19 10:39:50,,,,,,,,,,,,,,,,,,QuikQxs,MORT,0,,,,,,,,,,,,BLANK_VALUE,517P30,,,0,00,00,00,,,
DG-PLANVALUES,DG-PLANVALUES-001,Validate Plan Value Mortality Table Reference,Mortality Table Must Exist in QuikQxs,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,Critical,FAIL,Q:\WPA\WPA_GABIE,QuikPlCv,MORT,283,517T10,,MORT exists once in QuikQxs.MORT,QuikPlCv plan '517T10' contains a blank mortality table.,QuikPlCv plan '517T10' contains a blank mortality table.,DG-20260719_103950_015598,2026-07-19 10:39:50,,,,,,,,,,,,,,,,,,QuikQxs,MORT,0,,,,,,,,,,,,BLANK_VALUE,517T10,,,0,00,00,00,,,
DG-PLANVALUES,DG-PLANVALUES-001,Validate Plan Value Mortality Table Reference,Mortality Table Must Exist in QuikQxs,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,Critical,FAIL,Q:\WPA\WPA_GABIE,QuikPlCv,MORT,284,517T20,,MORT exists once in QuikQxs.MORT,QuikPlCv plan '517T20' contains a blank mortality table.,QuikPlCv plan '517T20' contains a blank mortality table.,DG-20260719_103950_015598,2026-07-19 10:39:50,,,,,,,,,,,,,,,,,,QuikQxs,MORT,0,,,,,,,,,,,,BLANK_VALUE,517T20,,,0,00,00,00,,,
DG-PLANVALUES,DG-PLANVALUES-001,Validate Plan Value Mortality Table Reference,Mortality Table Must Exist in QuikQxs,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,Critical,FAIL,Q:\WPA\WPA_GABIE,QuikPlCv,MORT,285,517T30,,MORT exists once in QuikQxs.MORT,QuikPlCv plan '517T30' contains a blank mortality table.,QuikPlCv plan '517T30' contains a blank mortality table.,DG-20260719_103950_015598,2026-07-19 10:39:50,,,,,,,,,,,,,,,,,,QuikQxs,MORT,0,,,,,,,,,,,,BLANK_VALUE,517T30,,,0,00,00,00,,,
DG-PLANVALUES,DG-PLANVALUES-001,Validate Plan Value Mortality Table Reference,Mortality Table Must Exist in QuikQxs,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,Critical,FAIL,Q:\WPA\WPA_GABIE,QuikPlCv,MORT,286,517YRT,,MORT exists once in QuikQxs.MORT,QuikPlCv plan '517YRT' contains a blank mortality table.,QuikPlCv plan '517YRT' contains a blank mortality table.,DG-20260719_103950_015598,2026-07-19 10:39:50,,,,,,,,,,,,,,,,,,QuikQxs,MORT,0,,,,,,,,,,,,BLANK_VALUE,517YRT,,,0,00,00,00,,,
DG-PLANVALUES,DG-PLANVALUES-001,Validate Plan Value Mortality Table Reference,Mortality Table Must Exist in QuikQxs,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,Critical,FAIL,Q:\WPA\WPA_GABIE,QuikPlCv,MORT,287,517R10,,MORT exists once in QuikQxs.MORT,QuikPlCv plan '517R10' contains a blank mortality table.,QuikPlCv plan '517R10' contains a blank mortality table.,DG-20260719_103950_015598,2026-07-19 10:39:50,,,,,,,,,,,,,,,,,,QuikQxs,MORT,0,,,,,,,,,,,,BLANK_VALUE,517R10,,,0,00,00,00,,,
DG-PLANVALUES,DG-PLANVALUES-001,Validate Plan Value Mortality Table Reference,Mortality Table Must Exist in QuikQxs,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,Critical,FAIL,Q:\WPA\WPA_GABIE,QuikPlCv,MORT,302,517F10,,MORT exists once in QuikQxs.MORT,QuikPlCv plan '517F10' contains a blank mortality table.,QuikPlCv plan '517F10' contains a blank mortality table.,DG-20260719_103950_015598,2026-07-19 10:39:50,,,,,,,,,,,,,,,,,,QuikQxs,MORT,0,,,,,,,,,,,,BLANK_VALUE,517F10,,,0,00,00,00,,,
DG-PLANVALUES,DG-PLANVALUES-001,Validate Plan Value Mortality Table Reference,Mortality Table Must Exist in QuikQxs,Ensure every populated normalized MORT value on applicable plan-value tables exists exactly once in QuikQxs.,Critical,FAIL,Q:\WPA\WPA_GABIE,QuikPlCv,MORT,303,517F20,,MORT exists once in QuikQxs.MORT,QuikPlCv plan '517F20' contains a blank mortality table.,QuikPlCv plan '517F20' contains a blank mortality table.,DG-20260719_103950_015598,2026-07-19 10:39:50,,,,,,,,,,,,,,,,,,QuikQxs,MORT,0,,,,,,,,,,,,BLANK_VALUE,517F20,,,0,00,00,00,,,
