governance_item_id,rule_id,rule_name,business_name,description,severity,status,data_region_path,source_table,source_field,source_record_id,key_value,invalid_value,expected_condition,actual_condition,message,run_id,run_timestamp,company_code,agent_number,agent_name,policy_number,duplicate_count,original_policy_number,normalized_policy_number,policy_number_length,min_permitted_length,max_permitted_length,company_code_source_field,account_number_source_field,original_company_code,normalized_company_code,original_account_number,normalized_account_number,composite_business_key,reference_table,reference_field,reference_match_count,group_number,original_group_number,normalized_group_number,original_billing_name,normalized_billing_name,original_value,normalized_value,expected_value,governance_run_date,controlling_date,expected_prior_month_end,failure_category,plan,mortality_table,eti_mortality_table,gender,underwriting_class,band,issue_state,effective_date,min_allowed_date,max_allowed_date
DG-QUIKPLAN,DG-QUIKPLAN-027,Validate Traditional Plan Value Tables,Traditional Plans Should Have Required Value Tables,Warn when traditional plans (first character 0–8) are missing expected value and reserve tables.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikPlCv,PLAN,33,10G111,,A Cash Value Plan Values record,Missing,Plan 10G111 does not have a Cash Value Plan Values record.,DG-20260719_104446_080038,2026-07-19 10:44:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_TRADITIONAL_TABLE,10G111,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-027,Validate Traditional Plan Value Tables,Traditional Plans Should Have Required Value Tables,Warn when traditional plans (first character 0–8) are missing expected value and reserve tables.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikPlTv,PLAN,33,10G111,,A Tabular Plan Values record,Missing,Plan 10G111 does not have a Tabular Plan Values record.,DG-20260719_104446_080038,2026-07-19 10:44:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_TRADITIONAL_TABLE,10G111,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-027,Validate Traditional Plan Value Tables,Traditional Plans Should Have Required Value Tables,Warn when traditional plans (first character 0–8) are missing expected value and reserve tables.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikCvs,PLAN,33,10G111,,A Cash Value Setup record,Missing,Plan 10G111 does not have a Cash Value Setup record.,DG-20260719_104446_080038,2026-07-19 10:44:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_TRADITIONAL_TABLE,10G111,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-027,Validate Traditional Plan Value Tables,Traditional Plans Should Have Required Value Tables,Warn when traditional plans (first character 0–8) are missing expected value and reserve tables.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikTvs,PLAN,33,10G111,,A Terminal Reserve Setup record,Missing,Plan 10G111 does not have a Terminal Reserve Setup record.,DG-20260719_104446_080038,2026-07-19 10:44:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_TRADITIONAL_TABLE,10G111,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-027,Validate Traditional Plan Value Tables,Traditional Plans Should Have Required Value Tables,Warn when traditional plans (first character 0–8) are missing expected value and reserve tables.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikNps,PLAN,33,10G111,,A Net Premium Setup record,Missing,Plan 10G111 does not have a Net Premium Setup record.,DG-20260719_104446_080038,2026-07-19 10:44:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_TRADITIONAL_TABLE,10G111,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-027,Validate Traditional Plan Value Tables,Traditional Plans Should Have Required Value Tables,Warn when traditional plans (first character 0–8) are missing expected value and reserve tables.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikPlCv,PLAN,35,511069,,A Cash Value Plan Values record,Missing,Plan 511069 does not have a Cash Value Plan Values record.,DG-20260719_104446_080038,2026-07-19 10:44:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_TRADITIONAL_TABLE,511069,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-027,Validate Traditional Plan Value Tables,Traditional Plans Should Have Required Value Tables,Warn when traditional plans (first character 0–8) are missing expected value and reserve tables.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikPlTv,PLAN,35,511069,,A Tabular Plan Values record,Missing,Plan 511069 does not have a Tabular Plan Values record.,DG-20260719_104446_080038,2026-07-19 10:44:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_TRADITIONAL_TABLE,511069,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-027,Validate Traditional Plan Value Tables,Traditional Plans Should Have Required Value Tables,Warn when traditional plans (first character 0–8) are missing expected value and reserve tables.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikCvs,PLAN,35,511069,,A Cash Value Setup record,Missing,Plan 511069 does not have a Cash Value Setup record.,DG-20260719_104446_080038,2026-07-19 10:44:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_TRADITIONAL_TABLE,511069,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-027,Validate Traditional Plan Value Tables,Traditional Plans Should Have Required Value Tables,Warn when traditional plans (first character 0–8) are missing expected value and reserve tables.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikTvs,PLAN,35,511069,,A Terminal Reserve Setup record,Missing,Plan 511069 does not have a Terminal Reserve Setup record.,DG-20260719_104446_080038,2026-07-19 10:44:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_TRADITIONAL_TABLE,511069,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-027,Validate Traditional Plan Value Tables,Traditional Plans Should Have Required Value Tables,Warn when traditional plans (first character 0–8) are missing expected value and reserve tables.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikNps,PLAN,35,511069,,A Net Premium Setup record,Missing,Plan 511069 does not have a Net Premium Setup record.,DG-20260719_104446_080038,2026-07-19 10:44:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_TRADITIONAL_TABLE,511069,,,,,,,,,
